Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created,Actual_Churn,Predicted_Churn
2,9,5.64,8,Laptop,Action,North America,On-Time,Basic,4,64,4437,Yes,4,0,0
12,8,3.71,7,Mobile,Romance,Asia,On-Time,Basic,4,47,5591,Yes,4,0,0
39,6,2.58,4,Tablet,Romance,Asia,On-Time,Premium,1,53,6835,Yes,5,0,0
40,9,3.29,7,Smart TV,Sci-fi,South America,On-Time,Basic,7,60,8183,No,4,0,0
7,7,3.49,7,Tablet,Action,North America,On-Time,Standard,6,36,8381,Yes,2,0,0
60,9,3.01,9,Tablet,Action,Oceania,On-Time,Standard,5,24,6225,No,3,0,0
26,4,1.6,1,Tablet,Sci-fi,South America,On-Time,Standard,10,44,5244,Yes,4,0,0
9,7,2.28,7,Smart TV,Action,Asia,Delayed,Basic,5,54,9072,Yes,5,1,1
19,7,3.26,7,Smart TV,Drama,Oceania,On-Time,Basic,3,35,1663,Yes,1,0,0
32,7,4.33,7,Tablet,Romance,Europe,Delayed,Basic,5,39,2723,No,1,0,0
14,3,4.8,5,Smart TV,Romance,Asia,On-Time,Basic,6,30,8115,Yes,1,0,0
21,6,2.94,4,Tablet,Drama,Africa,On-Time,Premium,4,44,4176,No,2,0,0
46,8,5.93,8,Mobile,Romance,Oceania,On-Time,Standard,6,41,3820,Yes,2,0,0
45,8,2.87,9,Smart TV,Sci-fi,South America,On-Time,Basic,8,25,5366,No,5,0,0
42,2,3.88,4,Laptop,Romance,Africa,On-Time,Basic,1,51,2274,Yes,5,0,0
57,7,4.02,7,Smart TV,Romance,North America,On-Time,Premium,8,65,9251,Yes,3,0,0
50,9,3.41,8,Laptop,Action,North America,On-Time,Basic,10,64,6046,Yes,4,0,0
17,6,3.04,6,Mobile,Sci-fi,Oceania,On-Time,Basic,1,31,5451,Yes,5,0,0
6,8,4.44,10,Tablet,Action,Africa,On-Time,Premium,8,65,1981,No,4,0,0
44,5,3.06,1,Mobile,Drama,Asia,Delayed,Basic,6,46,6632,Yes,4,0,0
40,10,2.67,8,Mobile,Drama,North America,On-Time,Standard,6,54,2977,No,5,0,0
22,10,5.39,9,Smart TV,Comedy,Europe,On-Time,Standard,7,49,7840,No,4,0,0
51,1,3.58,4,Tablet,Action,Asia,On-Time,Basic,9,67,6891,Yes,2,0,0
44,5,1.77,1,Laptop,Action,Europe,On-Time,Premium,1,28,5319,Yes,1,0,0
34,3,1.05,3,Tablet,Romance,Oceania,On-Time,Premium,3,48,9808,Yes,3,0,0
48,7,5.72,7,Mobile,Romance,Oceania,Delayed,Standard,3,61,3567,No,2,0,0
27,7,3.44,8,Mobile,Action,Oceania,On-Time,Basic,7,48,5956,Yes,2,0,0
41,8,3.55,10,Laptop,Sci-fi,Africa,On-Time,Standard,2,59,3132,No,2,0,0
9,4,1.52,3,Tablet,Sci-fi,Africa,On-Time,Standard,0,26,1424,Yes,2,0,0
40,10,2.55,9,Smart TV,Action,South America,On-Time,Basic,6,26,4112,Yes,1,0,0
26,7,4.9,8,Laptop,Drama,Asia,Delayed,Standard,2,37,1785,Yes,3,0,0
21,10,5.92,7,Tablet,Romance,South America,On-Time,Premium,1,44,7162,Yes,3,0,0
47,7,5.35,7,Smart TV,Sci-fi,Asia,On-Time,Basic,1,53,4467,Yes,3,0,0
17,8,5.77,9,Laptop,Action,South America,On-Time,Basic,5,59,5156,Yes,3,0,0
59,9,1.81,10,Mobile,Comedy,Asia,On-Time,Basic,8,54,6057,No,2,0,0
44,9,4.03,8,Laptop,Sci-fi,North America,On-Time,Standard,9,30,2612,Yes,4,0,0
15,6,1.91,3,Mobile,Action,Europe,On-Time,Basic,7,48,2254,Yes,2,0,0
56,2,5.55,4,Tablet,Comedy,Asia,On-Time,Basic,3,40,5719,Yes,4,0,0
54,3,3.59,3,Tablet,Romance,North America,Delayed,Basic,4,58,4397,Yes,4,0,0
16,8,1.74,10,Mobile,Comedy,Europe,Delayed,Premium,2,22,4482,Yes,5,1,1
9,10,2.22,9,Smart TV,Comedy,Europe,On-Time,Basic,1,19,3552,No,5,0,0
54,6,4.51,6,Laptop,Comedy,Asia,Delayed,Basic,1,62,8722,Yes,2,0,0
11,6,4.63,1,Tablet,Drama,Oceania,On-Time,Basic,5,68,4265,Yes,4,0,0
53,9,2.97,7,Laptop,Comedy,Asia,Delayed,Premium,5,37,4591,Yes,5,0,0
42,2,1.93,6,Laptop,Drama,Europe,On-Time,Standard,5,51,1149,No,2,0,0
53,10,1.3,9,Smart TV,Action,North America,On-Time,Basic,8,45,4754,Yes,3,0,0
13,8,1.81,9,Mobile,Sci-fi,North America,On-Time,Premium,6,23,6746,Yes,3,0,0
33,2,3.33,1,Tablet,Drama,Europe,Delayed,Standard,7,25,1472,Yes,2,0,0
30,10,3.41,10,Mobile,Action,Asia,Delayed,Basic,9,41,4127,No,2,0,0
15,6,4.47,2,Smart TV,Romance,South America,On-Time,Premium,3,19,7527,Yes,4,0,0
9,8,5.84,10,Smart TV,Action,South America,On-Time,Standard,0,50,3387,Yes,2,0,0
27,8,3.11,7,Smart TV,Romance,South America,On-Time,Standard,5,41,6077,No,4,0,0
35,9,3.46,8,Laptop,Romance,Africa,On-Time,Basic,3,49,1596,Yes,3,0,0
50,3,3.76,6,Laptop,Sci-fi,South America,On-Time,Basic,2,62,4883,Yes,3,0,0
10,3,5.26,6,Mobile,Comedy,South America,Delayed,Basic,9,39,5980,No,1,1,1
19,6,4.04,2,Tablet,Action,South America,Delayed,Premium,0,45,9595,Yes,3,1,1
5,2,5.58,2,Laptop,Romance,North America,On-Time,Standard,2,43,6623,Yes,1,0,0
48,10,2.36,9,Laptop,Drama,Oceania,Delayed,Standard,6,61,4156,No,1,0,0
49,4,4.08,1,Smart TV,Sci-fi,Africa,On-Time,Standard,8,27,5627,Yes,5,0,0
35,10,1.35,10,Mobile,Action,Asia,Delayed,Standard,10,59,1804,Yes,5,0,0
44,7,1.23,7,Mobile,Sci-fi,North America,On-Time,Basic,0,31,4447,Yes,5,0,0
50,9,2.31,8,Mobile,Comedy,Africa,On-Time,Basic,1,56,6500,Yes,3,0,0
8,8,4.44,7,Tablet,Drama,Europe,On-Time,Basic,4,43,7062,Yes,1,0,0
50,2,5.23,2,Smart TV,Sci-fi,South America,On-Time,Standard,2,41,7886,Yes,3,0,0
34,8,2.7,10,Laptop,Sci-fi,Africa,On-Time,Standard,2,39,8822,Yes,5,0,0
30,3,3.96,5,Smart TV,Comedy,Africa,On-Time,Standard,5,52,3162,Yes,4,0,0
49,4,2.91,3,Smart TV,Romance,North America,On-Time,Standard,8,45,9703,No,2,0,0
6,8,2.84,8,Smart TV,Action,Oceania,On-Time,Standard,9,26,4919,Yes,2,0,0
11,7,4.16,9,Laptop,Action,North America,On-Time,Basic,1,34,8566,Yes,2,0,0
12,9,1.7,10,Laptop,Sci-fi,Oceania,On-Time,Standard,2,36,3790,No,3,0,0
40,10,4.03,7,Smart TV,Comedy,Oceania,On-Time,Standard,8,33,5787,No,2,0,0
40,2,2.64,5,Smart TV,Comedy,North America,On-Time,Basic,7,28,8755,Yes,2,0,0
5,3,3.35,4,Tablet,Action,Asia,On-Time,Basic,0,27,6982,No,2,1,1
26,8,4.18,10,Tablet,Drama,Oceania,On-Time,Basic,9,70,2200,No,3,0,0
58,10,2.19,10,Smart TV,Drama,South America,On-Time,Premium,5,61,8935,No,3,0,0
19,10,5.41,7,Mobile,Sci-fi,North America,On-Time,Premium,8,48,9245,No,2,0,0
53,1,3.65,5,Mobile,Drama,Oceania,On-Time,Basic,5,48,2347,Yes,3,0,0
25,7,4.71,9,Laptop,Comedy,Europe,On-Time,Standard,10,25,8342,Yes,5,0,0
32,4,2.23,4,Laptop,Action,North America,Delayed,Standard,2,21,3628,Yes,3,0,0
55,9,4.55,10,Smart TV,Action,South America,On-Time,Standard,5,32,6298,No,2,0,0
48,4,5.28,4,Smart TV,Drama,Asia,Delayed,Premium,6,24,8883,Yes,2,0,0
2,10,3.69,9,Smart TV,Drama,Asia,On-Time,Basic,3,28,6333,Yes,3,0,0
21,8,4.29,8,Smart TV,Romance,Oceania,On-Time,Basic,8,40,4724,Yes,2,0,0
24,2,1.07,1,Tablet,Comedy,Asia,On-Time,Basic,2,55,3755,Yes,3,0,0
37,6,2.81,3,Tablet,Comedy,Europe,On-Time,Basic,5,30,2108,Yes,4,0,0
44,4,2.03,3,Tablet,Action,Oceania,On-Time,Basic,6,39,6602,Yes,4,0,0
39,1,2.7,1,Laptop,Comedy,South America,Delayed,Basic,9,64,2819,Yes,3,0,0
17,10,1.16,9,Mobile,Action,Europe,Delayed,Premium,5,26,7960,Yes,2,1,1
28,7,1.07,10,Smart TV,Romance,Asia,On-Time,Basic,4,49,3365,Yes,1,0,0
10,9,5.39,9,Mobile,Comedy,Africa,On-Time,Basic,6,34,5012,Yes,1,0,0
53,1,2.16,3,Laptop,Comedy,Europe,On-Time,Basic,0,36,8077,No,2,0,0
24,2,2.86,3,Laptop,Romance,South America,On-Time,Premium,8,40,4033,Yes,4,0,0
30,10,2.21,8,Smart TV,Sci-fi,North America,On-Time,Standard,0,52,1770,Yes,2,0,0
54,10,5.37,7,Smart TV,Romance,Oceania,On-Time,Basic,2,66,3629,No,5,0,0
38,10,5.49,8,Tablet,Romance,Europe,On-Time,Premium,4,50,3778,No,2,0,0
49,7,1.34,8,Mobile,Action,Europe,On-Time,Standard,5,35,1235,Yes,4,0,0
54,10,3.15,8,Laptop,Action,Europe,On-Time,Standard,9,19,1947,Yes,1,0,0
45,9,4.39,10,Mobile,Comedy,Oceania,On-Time,Basic,10,69,2845,No,3,0,0
3,8,5.3,10,Smart TV,Comedy,Asia,On-Time,Basic,3,23,4628,No,5,0,0
44,8,3.95,8,Tablet,Action,Europe,Delayed,Basic,3,41,5855,No,3,0,0
20,9,4.53,10,Smart TV,Action,Africa,On-Time,Standard,0,65,7264,No,3,0,0
34,1,3.33,3,Mobile,Drama,Africa,On-Time,Basic,9,60,2664,No,3,0,0
41,7,5.32,7,Mobile,Sci-fi,North America,On-Time,Basic,4,49,7433,Yes,2,0,0
47,7,2.37,7,Smart TV,Sci-fi,South America,On-Time,Premium,1,66,4760,Yes,3,0,0
3,8,1.29,7,Laptop,Romance,South America,On-Time,Standard,0,66,6007,Yes,1,0,0
7,8,5.1,8,Laptop,Sci-fi,Africa,On-Time,Basic,10,49,7602,No,1,0,0
16,10,3.95,9,Mobile,Romance,Asia,On-Time,Standard,8,69,1530,Yes,5,0,0
35,9,2.97,7,Smart TV,Comedy,Oceania,On-Time,Basic,7,23,6546,Yes,5,0,0
36,9,5.03,9,Tablet,Romance,Asia,Delayed,Standard,4,39,5714,Yes,5,0,0
2,9,1.65,8,Smart TV,Romance,Oceania,On-Time,Basic,0,61,5239,Yes,3,0,0
26,7,2.17,7,Smart TV,Sci-fi,South America,On-Time,Basic,1,26,8547,No,3,0,0
38,9,5.51,9,Laptop,Drama,Europe,On-Time,Premium,6,23,6251,Yes,1,0,0
45,9,3.03,7,Laptop,Drama,Europe,Delayed,Standard,4,55,6393,No,5,0,0
44,7,5.23,8,Tablet,Sci-fi,Asia,On-Time,Premium,9,18,9858,Yes,4,0,0
17,7,5.77,9,Tablet,Action,Europe,On-Time,Basic,3,55,9874,Yes,2,0,0
13,10,5.73,9,Laptop,Comedy,North America,On-Time,Basic,1,62,7265,Yes,1,0,0
28,10,5.26,7,Tablet,Drama,Oceania,Delayed,Standard,4,59,9564,No,1,0,0
45,6,3.77,2,Mobile,Action,Oceania,Delayed,Premium,6,57,5766,No,2,0,0
45,7,1.91,9,Laptop,Action,Oceania,On-Time,Standard,7,48,7947,No,5,0,0
57,4,3.43,1,Tablet,Drama,North America,On-Time,Basic,5,48,3986,Yes,5,0,0
30,7,4.61,7,Smart TV,Comedy,Oceania,On-Time,Premium,5,64,8170,Yes,1,0,0
13,7,5.5,9,Laptop,Romance,South America,On-Time,Basic,10,50,5189,No,2,0,0
48,8,4.38,7,Mobile,Comedy,Africa,On-Time,Basic,10,47,6273,Yes,5,0,0
36,6,4.23,2,Smart TV,Drama,South America,On-Time,Basic,8,51,6401,Yes,4,0,0
38,8,4.56,7,Smart TV,Sci-fi,Asia,Delayed,Basic,1,59,6950,No,2,0,0
8,7,5.28,9,Laptop,Sci-fi,Europe,On-Time,Premium,0,33,1385,Yes,3,0,0
1,7,3.07,7,Smart TV,Sci-fi,Africa,Delayed,Basic,0,31,4811,No,1,1,1
59,8,5.16,9,Mobile,Comedy,Oceania,On-Time,Standard,2,32,9977,Yes,4,0,0
32,8,4.7,7,Tablet,Comedy,Oceania,On-Time,Standard,3,53,2528,No,4,0,0
17,9,1.9,9,Laptop,Action,Asia,Delayed,Standard,10,26,2916,Yes,2,1,1
44,9,5.11,7,Mobile,Sci-fi,North America,Delayed,Premium,2,66,5314,Yes,3,0,0
60,10,3.47,7,Smart TV,Action,Asia,On-Time,Basic,3,20,5633,Yes,2,0,0
49,4,3.35,1,Tablet,Romance,Europe,Delayed,Basic,0,37,2298,Yes,2,0,0
19,9,2.54,10,Tablet,Sci-fi,Oceania,On-Time,Basic,2,61,7873,Yes,1,0,0
23,10,2.48,10,Tablet,Comedy,South America,On-Time,Premium,9,56,7882,No,4,0,0
1,5,3.05,4,Mobile,Romance,South America,On-Time,Basic,8,57,3562,No,1,1,1
33,9,5.89,10,Smart TV,Romance,Europe,On-Time,Standard,8,34,1710,Yes,4,0,0
33,8,4.18,10,Tablet,Sci-fi,Oceania,Delayed,Basic,2,66,6577,No,3,0,0
11,9,3.58,7,Mobile,Comedy,North America,On-Time,Standard,10,30,9105,No,3,0,0
18,9,4.76,7,Laptop,Sci-fi,Africa,On-Time,Basic,8,36,1373,Yes,3,0,0
26,7,1.64,10,Laptop,Action,Oceania,On-Time,Standard,1,70,4052,Yes,5,0,0
54,5,3.35,6,Smart TV,Romance,South America,On-Time,Standard,7,54,6991,No,1,0,0
43,7,1.83,8,Tablet,Action,Asia,On-Time,Basic,5,40,3916,No,3,0,0
17,7,3.5,9,Mobile,Comedy,North America,On-Time,Basic,7,30,2719,Yes,3,0,0
12,7,5.36,10,Mobile,Romance,South America,On-Time,Premium,0,56,4750,Yes,2,0,0
20,9,3.76,10,Tablet,Action,Europe,On-Time,Basic,10,19,1280,Yes,3,0,0
19,3,4.87,2,Tablet,Action,Oceania,On-Time,Standard,7,65,7337,Yes,5,0,0
33,6,5.13,2,Laptop,Drama,South America,On-Time,Basic,10,66,2455,No,2,0,0
37,2,4.61,5,Smart TV,Drama,Oceania,On-Time,Standard,0,47,7937,Yes,4,0,0
33,8,5.41,9,Smart TV,Romance,Asia,On-Time,Standard,4,37,3527,Yes,3,0,0
2,9,1.57,9,Mobile,Romance,South America,On-Time,Basic,9,44,5690,No,3,0,0
22,2,3.97,6,Smart TV,Comedy,South America,On-Time,Basic,8,63,1702,Yes,3,0,0
33,7,5.0,10,Tablet,Drama,South America,On-Time,Premium,0,50,8373,Yes,5,0,0
36,10,4.17,7,Tablet,Drama,Oceania,On-Time,Standard,6,33,5082,Yes,4,0,0
36,5,4.11,4,Laptop,Action,North America,On-Time,Premium,6,35,3134,Yes,2,0,0
40,9,3.83,8,Tablet,Action,Europe,Delayed,Standard,10,19,2892,Yes,1,0,0
21,6,3.55,1,Laptop,Comedy,Europe,On-Time,Standard,7,47,8100,Yes,4,0,0
18,9,5.87,9,Laptop,Romance,Africa,On-Time,Premium,2,32,7025,Yes,3,0,0
17,8,1.53,8,Mobile,Drama,Oceania,On-Time,Basic,7,38,8788,No,2,0,0
6,10,3.5,9,Laptop,Sci-fi,Oceania,On-Time,Premium,2,21,6406,No,4,0,0
17,1,4.16,3,Tablet,Sci-fi,South America,On-Time,Premium,7,42,4530,No,1,0,0
24,6,5.92,5,Tablet,Action,South America,On-Time,Standard,8,19,5530,Yes,3,0,0
54,9,1.86,7,Laptop,Romance,Europe,On-Time,Basic,7,24,6133,No,1,0,0
56,2,3.74,5,Smart TV,Drama,South America,On-Time,Standard,3,57,9359,No,5,0,0
24,2,3.5,3,Laptop,Romance,North America,Delayed,Standard,9,37,5561,Yes,1,1,1
10,8,4.05,8,Mobile,Drama,Oceania,On-Time,Basic,7,56,5104,Yes,1,0,0
41,5,4.26,1,Tablet,Action,Europe,On-Time,Basic,6,57,7522,No,4,0,0
49,7,2.55,10,Smart TV,Comedy,Asia,On-Time,Premium,7,25,1248,Yes,2,0,0
51,7,1.97,8,Smart TV,Romance,Oceania,On-Time,Basic,0,62,8390,Yes,2,0,0
1,9,1.75,8,Laptop,Action,Africa,Delayed,Basic,2,38,6731,No,2,1,1
43,8,2.93,10,Laptop,Comedy,South America,On-Time,Basic,5,33,5017,No,4,0,0
6,10,4.64,10,Laptop,Comedy,Asia,Delayed,Basic,1,48,6126,No,4,1,1
15,10,3.22,7,Laptop,Sci-fi,Europe,On-Time,Basic,5,35,6120,Yes,2,0,0
27,8,3.46,8,Smart TV,Comedy,Asia,On-Time,Standard,6,38,3381,No,2,0,0
46,8,5.73,8,Tablet,Sci-fi,North America,On-Time,Standard,8,24,6184,No,3,0,0
59,9,4.22,8,Mobile,Romance,South America,On-Time,Basic,10,56,4923,Yes,2,0,0
41,9,5.21,8,Laptop,Drama,North America,On-Time,Standard,8,59,6508,Yes,4,0,0
55,10,2.44,7,Tablet,Action,Europe,On-Time,Standard,1,29,3515,No,5,0,0
34,1,4.14,4,Tablet,Drama,Europe,On-Time,Premium,6,63,9929,Yes,5,0,0
26,2,1.65,2,Laptop,Romance,North America,On-Time,Basic,4,29,7085,Yes,1,0,0
35,9,2.35,8,Tablet,Comedy,Europe,On-Time,Premium,1,21,7544,Yes,3,0,0
1,1,4.2,4,Mobile,Action,Oceania,On-Time,Standard,9,50,2722,Yes,1,0,0
59,5,1.11,3,Mobile,Romance,North America,Delayed,Standard,8,45,3679,Yes,5,0,0
42,8,5.51,8,Laptop,Sci-fi,North America,On-Time,Basic,6,60,7874,No,4,0,0
13,9,1.26,9,Laptop,Romance,Asia,Delayed,Standard,10,63,5259,No,1,1,1
36,2,1.6,1,Laptop,Drama,Oceania,On-Time,Basic,5,48,5480,Yes,3,0,0
22,1,5.15,3,Mobile,Drama,Europe,On-Time,Standard,0,53,2617,Yes,2,0,0
38,9,1.02,8,Laptop,Drama,Asia,On-Time,Basic,1,38,7735,Yes,1,0,0
42,7,5.05,9,Laptop,Drama,North America,On-Time,Premium,1,58,6031,Yes,1,0,0
14,4,3.17,5,Laptop,Romance,South America,On-Time,Basic,5,63,5084,No,3,1,1
6,10,4.84,7,Laptop,Drama,South America,On-Time,Premium,5,31,1565,Yes,1,0,0
22,8,3.98,7,Smart TV,Sci-fi,Europe,On-Time,Basic,1,37,5078,No,5,0,0
42,8,1.58,10,Laptop,Action,Africa,On-Time,Standard,8,38,7797,Yes,5,0,0
60,7,3.32,7,Smart TV,Romance,North America,On-Time,Standard,0,38,3365,Yes,1,0,0
12,8,2.59,8,Smart TV,Action,South America,On-Time,Basic,7,50,3679,No,2,0,0
40,7,4.34,7,Tablet,Comedy,Oceania,On-Time,Standard,1,54,8356,No,1,0,0
54,4,4.94,5,Smart TV,Romance,Asia,On-Time,Basic,9,67,6785,No,1,0,0
41,10,1.05,10,Smart TV,Drama,Europe,On-Time,Basic,8,59,4814,Yes,4,0,0
35,8,5.17,8,Smart TV,Comedy,Africa,On-Time,Basic,10,32,3982,Yes,5,0,0
10,10,4.67,10,Tablet,Action,South America,On-Time,Standard,0,29,7207,Yes,2,0,0
23,9,2.31,8,Tablet,Drama,South America,On-Time,Standard,0,37,2222,Yes,2,0,0
11,10,3.49,10,Tablet,Drama,Africa,Delayed,Premium,1,67,3328,Yes,5,1,1
38,9,2.17,10,Laptop,Sci-fi,North America,On-Time,Standard,6,58,9277,Yes,1,0,0
49,2,5.26,3,Tablet,Action,Europe,On-Time,Basic,5,34,1404,Yes,5,0,0
44,10,5.93,7,Laptop,Comedy,Africa,On-Time,Standard,2,65,9143,No,3,0,0
36,1,1.22,1,Laptop,Romance,Asia,Delayed,Premium,10,67,2810,No,3,0,0
59,8,3.24,10,Smart TV,Action,North America,On-Time,Premium,4,20,5959,Yes,3,0,0
31,8,4.52,8,Tablet,Comedy,Oceania,On-Time,Basic,4,61,2394,Yes,5,0,0
57,10,3.08,10,Laptop,Drama,Africa,On-Time,Premium,6,49,4154,Yes,5,0,0
28,6,2.15,2,Smart TV,Comedy,South America,On-Time,Standard,0,44,4100,No,2,0,0
10,6,3.69,1,Mobile,Drama,Africa,On-Time,Standard,0,30,8522,No,4,1,1
39,7,2.54,9,Laptop,Drama,North America,Delayed,Basic,0,70,7626,Yes,4,0,0
22,8,3.11,7,Tablet,Comedy,Africa,On-Time,Standard,8,25,1382,Yes,4,0,0
24,10,2.08,9,Mobile,Romance,Africa,On-Time,Standard,6,21,9231,No,5,0,0
51,7,1.78,7,Smart TV,Sci-fi,Oceania,On-Time,Basic,4,52,8271,No,5,0,0
15,5,5.4,1,Laptop,Drama,North America,On-Time,Premium,0,65,4626,No,5,0,0
44,2,1.3,2,Laptop,Drama,North America,On-Time,Basic,6,44,2661,No,3,0,0
10,7,2.59,8,Laptop,Romance,Europe,On-Time,Premium,10,50,9740,No,1,0,0
27,8,4.74,9,Tablet,Romance,South America,Delayed,Premium,2,28,8146,No,4,0,0
49,9,1.79,9,Tablet,Romance,Asia,Delayed,Standard,1,67,7926,Yes,2,0,0
11,2,2.85,2,Smart TV,Sci-fi,Asia,Delayed,Basic,10,58,6100,Yes,2,1,1
27,3,5.41,4,Tablet,Comedy,Asia,On-Time,Premium,9,30,6889,Yes,3,0,0
26,3,1.5,3,Tablet,Drama,Africa,Delayed,Basic,7,55,6200,Yes,3,0,0
1,7,3.84,7,Laptop,Action,Asia,On-Time,Basic,2,40,9004,No,4,0,0
42,7,4.41,9,Smart TV,Sci-fi,South America,Delayed,Premium,10,31,5548,No,1,0,0
34,8,3.66,8,Smart TV,Sci-fi,Africa,On-Time,Basic,5,67,8094,Yes,3,0,0
53,10,1.83,8,Smart TV,Comedy,North America,On-Time,Standard,0,41,9090,Yes,4,0,0
32,9,5.72,10,Tablet,Drama,Asia,On-Time,Basic,1,51,2013,Yes,5,0,0
35,9,3.58,8,Tablet,Romance,Africa,Delayed,Basic,0,45,8938,No,2,0,0
54,8,5.92,8,Tablet,Drama,Asia,Delayed,Basic,4,34,2939,Yes,2,0,0
27,1,4.85,6,Mobile,Drama,Asia,On-Time,Basic,1,37,2516,Yes,4,0,0
28,2,1.46,2,Laptop,Drama,Africa,Delayed,Premium,10,23,8335,No,2,0,0
18,9,5.41,9,Smart TV,Comedy,South America,Delayed,Basic,1,51,6471,No,3,1,1
2,6,2.28,6,Mobile,Comedy,North America,On-Time,Standard,1,36,1800,Yes,3,0,0
13,6,3.55,2,Smart TV,Comedy,Oceania,On-Time,Basic,6,31,8201,No,2,1,1
40,9,5.8,8,Mobile,Sci-fi,Oceania,On-Time,Standard,5,25,7012,Yes,5,0,0
37,5,2.39,4,Smart TV,Drama,South America,On-Time,Premium,1,24,6844,Yes,2,0,0
57,9,4.97,10,Laptop,Sci-fi,Oceania,Delayed,Basic,2,63,8770,Yes,1,0,0
37,7,2.59,9,Laptop,Comedy,Europe,On-Time,Standard,10,33,5938,No,2,0,0
12,1,1.95,4,Mobile,Romance,North America,On-Time,Standard,9,69,5392,Yes,2,0,0
8,7,1.4,9,Laptop,Sci-fi,Africa,On-Time,Standard,4,57,8379,Yes,4,0,0
15,8,2.38,9,Mobile,Romance,Asia,On-Time,Basic,0,46,1480,No,4,0,0
44,2,4.53,3,Tablet,Action,North America,On-Time,Basic,5,54,8242,Yes,2,0,0
48,7,4.83,8,Laptop,Sci-fi,Asia,On-Time,Standard,2,66,1870,Yes,4,0,0
34,7,3.74,8,Tablet,Romance,Europe,On-Time,Basic,6,42,3256,Yes,3,0,0
13,3,5.07,5,Smart TV,Romance,Oceania,On-Time,Basic,4,56,4305,Yes,2,0,0
54,3,2.32,2,Laptop,Romance,South America,On-Time,Standard,8,53,5154,Yes,4,0,0
31,10,4.84,9,Laptop,Drama,Asia,On-Time,Basic,7,46,6741,Yes,2,0,0
46,3,3.68,2,Laptop,Action,Africa,On-Time,Basic,9,59,2904,Yes,3,0,0
58,9,3.27,10,Laptop,Action,Europe,On-Time,Premium,6,45,3026,Yes,5,0,0
49,10,4.05,9,Mobile,Drama,Europe,On-Time,Standard,9,56,4650,Yes,1,0,0
17,3,4.49,5,Tablet,Drama,Oceania,On-Time,Basic,10,44,8659,Yes,3,0,0
37,4,2.18,3,Mobile,Comedy,Africa,On-Time,Basic,8,45,4818,Yes,4,0,0
50,8,4.51,10,Mobile,Comedy,Oceania,Delayed,Premium,6,40,1939,Yes,5,0,0
10,6,3.48,1,Smart TV,Action,Africa,On-Time,Standard,6,61,7987,Yes,5,0,0
44,7,4.55,7,Tablet,Action,Africa,On-Time,Basic,9,64,5781,Yes,5,0,0
30,8,1.6,7,Mobile,Romance,Africa,On-Time,Premium,7,39,8367,Yes,4,0,0
60,7,1.95,10,Smart TV,Drama,South America,Delayed,Basic,9,54,3824,No,2,0,0
31,1,4.01,3,Tablet,Drama,Africa,On-Time,Standard,8,50,2506,Yes,1,0,0
22,10,4.56,8,Smart TV,Romance,South America,On-Time,Premium,6,39,6348,No,2,0,0
7,7,2.3,8,Laptop,Sci-fi,South America,Delayed,Basic,7,30,8061,Yes,5,1,1
21,9,2.59,7,Laptop,Comedy,Africa,On-Time,Basic,4,21,3039,No,4,0,0
16,4,3.68,6,Tablet,Action,South America,Delayed,Standard,9,56,2128,Yes,4,1,1
53,10,3.41,7,Tablet,Sci-fi,North America,Delayed,Standard,8,37,3877,Yes,3,0,0
14,6,1.12,4,Smart TV,Action,Asia,On-Time,Premium,1,42,8111,No,2,0,0
54,9,5.89,9,Tablet,Drama,Oceania,Delayed,Basic,9,34,1958,Yes,5,0,0
58,2,3.39,6,Laptop,Action,Oceania,Delayed,Basic,6,62,2949,No,4,0,0
52,9,2.26,8,Tablet,Sci-fi,Europe,On-Time,Basic,4,39,3129,No,1,0,0
40,7,3.43,8,Tablet,Sci-fi,Asia,On-Time,Standard,3,19,9345,No,2,0,0
10,10,5.03,8,Laptop,Action,South America,On-Time,Standard,4,60,3867,Yes,3,0,0
33,10,5.48,10,Mobile,Action,Africa,On-Time,Standard,9,67,4788,Yes,1,0,0
38,8,2.06,10,Mobile,Romance,South America,On-Time,Premium,6,30,8524,No,4,0,0
36,10,5.28,10,Mobile,Romance,Oceania,On-Time,Basic,8,21,7338,No,4,0,0
11,9,3.37,7,Laptop,Drama,Oceania,Delayed,Standard,0,28,4599,No,4,1,1
27,8,4.11,7,Laptop,Comedy,North America,On-Time,Basic,6,30,1693,Yes,1,0,0
5,8,4.49,7,Tablet,Romance,North America,Delayed,Premium,8,65,4099,Yes,4,1,1
39,2,2.48,2,Tablet,Drama,Africa,On-Time,Standard,5,21,1346,Yes,1,0,0
51,7,5.21,8,Tablet,Comedy,Oceania,On-Time,Standard,3,31,4492,Yes,1,0,0
58,5,3.95,1,Mobile,Sci-fi,Africa,On-Time,Basic,5,46,5603,Yes,4,0,0
28,9,5.54,10,Laptop,Romance,Europe,On-Time,Standard,10,62,5515,Yes,4,0,0
14,7,5.92,9,Laptop,Drama,South America,On-Time,Standard,3,63,1969,Yes,3,0,0
58,10,4.17,9,Tablet,Action,Asia,On-Time,Premium,4,37,8983,Yes,2,0,0
47,4,1.68,1,Smart TV,Action,Europe,On-Time,Basic,8,55,1861,Yes,2,0,0
